

Sequential CPU Scheduling Algorithims! 



First Come First Server Scheduling Algorithm

Process 	 Burst Time 	 Waiting Time 	 Turnaround Time

Process [67] 	 18.00 		 170.00 		 188.00
Process [68] 	 36.00 		 662.00 		 698.00
Process [69] 	 27.00 		 300.00 		 327.00
Process [70] 	 80.00 		 3447.00 		 3527.00
Process [71] 	 10.00 		 47.00 		 57.00
Process [72] 	 79.00 		 3208.00 		 3287.00
Process [73] 	 47.00 		 997.00 		 1044.00
Process [74] 	 27.00 		 327.00 		 354.00
Process [75] 	 55.00 		 1444.00 		 1499.00
Process [76] 	 90.00 		 4135.00 		 4225.00
Process [77] 	 16.00 		 102.00 		 118.00
Process [78] 	 30.00 		 468.00 		 498.00
Process [79] 	 67.00 		 2048.00 		 2115.00
Process [80] 	 33.00 		 562.00 		 595.00
Process [81] 	 21.00 		 207.00 		 228.00
Process [82] 	 71.00 		 2457.00 		 2528.00
Process [83] 	 28.00 		 381.00 		 409.00
Process [84] 	 97.00 		 5163.00 		 5260.00
Process [85] 	 62.00 		 1854.00 		 1916.00
Process [86] 	 95.00 		 4972.00 		 5067.00
Process [87] 	 48.00 		 1188.00 		 1236.00
Process [88] 	 97.00 		 5260.00 		 5357.00
Process [89] 	 23.00 		 228.00 		 251.00
Process [90] 	 33.00 		 595.00 		 628.00
Process [91] 	 27.00 		 354.00 		 381.00
Process [92] 	 67.00 		 2115.00 		 2182.00
Process [93] 	 54.00 		 1390.00 		 1444.00
Process [94] 	 84.00 		 3527.00 		 3611.00
Process [95] 	 86.00 		 3696.00 		 3782.00
Process [96] 	 88.00 		 3957.00 		 4045.00
Process [97] 	 75.00 		 2825.00 		 2900.00
Process [98] 	 16.00 		 118.00 		 134.00
Process [99] 	 68.00 		 2182.00 		 2250.00
Process [100] 	 48.00 		 1236.00 		 1284.00

Average Waiting Time = 1838.250000
Avgerage Turnaroud Time = 1891.820000

------------------------------------------------------------------------
------------------------------------------------------------------------
Priorioty Scheduling (Preemptive) Algorithm


Process 	 Burst Time 	 Priority 	Waiting Time 	 Turnaround Time

